name,city,region
Pitugo,BAUAN,REGION IV-A (CALABARZON)
Rizal,BAUAN,REGION IV-A (CALABARZON)
Sampaguita,BAUAN,REGION IV-A (CALABARZON)
San Agustin,BAUAN,REGION IV-A (CALABARZON)
San Andres Proper,BAUAN,REGION IV-A (CALABARZON)
San Andres Uno,BAUAN,REGION IV-A (CALABARZON)
San Diego,BAUAN,REGION IV-A (CALABARZON)
San Miguel,BAUAN,REGION IV-A (CALABARZON)
San Pablo,BAUAN,REGION IV-A (CALABARZON)
San Pedro,BAUAN,REGION IV-A (CALABARZON)
San Roque,BAUAN,REGION IV-A (CALABARZON)
San Teodoro,BAUAN,REGION IV-A (CALABARZON)
San Vicente,BAUAN,REGION IV-A (CALABARZON)
Santa Maria,BAUAN,REGION IV-A (CALABARZON)
Santo Domingo,BAUAN,REGION IV-A (CALABARZON)
Sinala,BAUAN,REGION IV-A (CALABARZON)
Bagong Tubig,CALACA,REGION IV-A (CALABARZON)
Baclas,CALACA,REGION IV-A (CALABARZON)
Balimbing,CALACA,REGION IV-A (CALABARZON)
Bambang,CALACA,REGION IV-A (CALABARZON)
Barangay 1 (Pob.),CALACA,REGION IV-A (CALABARZON)
Barangay 2 (Pob.),CALACA,REGION IV-A (CALABARZON)
Barangay 3 (Pob.),CALACA,REGION IV-A (CALABARZON)
Barangay 4 (Pob.),CALACA,REGION IV-A (CALABARZON)
Barangay 5 (Pob.),CALACA,REGION IV-A (CALABARZON)
Barangay 6 (Pob.),CALACA,REGION IV-A (CALABARZON)
Bisaya,CALACA,REGION IV-A (CALABARZON)
Cahil,CALACA,REGION IV-A (CALABARZON)
Caluangan,CALACA,REGION IV-A (CALABARZON)
Calantas,CALACA,REGION IV-A (CALABARZON)
Camastilisan,CALACA,REGION IV-A (CALABARZON)
Coral Ni Lopez (Sugod),CALACA,REGION IV-A (CALABARZON)
Coral Ni Bacal,CALACA,REGION IV-A (CALABARZON)
Dacanlao,CALACA,REGION IV-A (CALABARZON)
Dila,CALACA,REGION IV-A (CALABARZON)
Loma,CALACA,REGION IV-A (CALABARZON)
Lumbang Calzada,CALACA,REGION IV-A (CALABARZON)
Lumbang Na Bata,CALACA,REGION IV-A (CALABARZON)
Lumbang Na Matanda,CALACA,REGION IV-A (CALABARZON)
Madalunot,CALACA,REGION IV-A (CALABARZON)
Makina,CALACA,REGION IV-A (CALABARZON)
Matipok,CALACA,REGION IV-A (CALABARZON)
Munting Coral,CALACA,REGION IV-A (CALABARZON)
Niyugan,CALACA,REGION IV-A (CALABARZON)
Pantay,CALACA,REGION IV-A (CALABARZON)
Puting Bato West,CALACA,REGION IV-A (CALABARZON)
Puting Kahoy,CALACA,REGION IV-A (CALABARZON)
Puting Bato East,CALACA,REGION IV-A (CALABARZON)
Quisumbing,CALACA,REGION IV-A (CALABARZON)
Salong,CALACA,REGION IV-A (CALABARZON)
San Rafael,CALACA,REGION IV-A (CALABARZON)
Sinisian,CALACA,REGION IV-A (CALABARZON)
Taklang Anak,CALACA,REGION IV-A (CALABARZON)
Talisay,CALACA,REGION IV-A (CALABARZON)
Tamayo,CALACA,REGION IV-A (CALABARZON)
Timbain,CALACA,REGION IV-A (CALABARZON)
Bagong Silang,CALATAGAN,REGION IV-A (CALABARZON)
Baha,CALATAGAN,REGION IV-A (CALABARZON)
Balibago,CALATAGAN,REGION IV-A (CALABARZON)
Balitoc,CALATAGAN,REGION IV-A (CALABARZON)
Biga,CALATAGAN,REGION IV-A (CALABARZON)
Bucal,CALATAGAN,REGION IV-A (CALABARZON)
Carlosa,CALATAGAN,REGION IV-A (CALABARZON)
Carretunan,CALATAGAN,REGION IV-A (CALABARZON)
Encarnacion,CALATAGAN,REGION IV-A (CALABARZON)
Gulod,CALATAGAN,REGION IV-A (CALABARZON)
Hukay,CALATAGAN,REGION IV-A (CALABARZON)
Lucsuhin,CALATAGAN,REGION IV-A (CALABARZON)
Luya,CALATAGAN,REGION IV-A (CALABARZON)
Paraiso,CALATAGAN,REGION IV-A (CALABARZON)
Barangay 1 (Pob.),CALATAGAN,REGION IV-A (CALABARZON)
Barangay 2 (Pob.),CALATAGAN,REGION IV-A (CALABARZON)
Barangay 3 (Pob.),CALATAGAN,REGION IV-A (CALABARZON)
Barangay 4 (Pob.),CALATAGAN,REGION IV-A (CALABARZON)
Quilitisan,CALATAGAN,REGION IV-A (CALABARZON)
Real,CALATAGAN,REGION IV-A (CALABARZON)
Sambungan,CALATAGAN,REGION IV-A (CALABARZON)
Santa Ana,CALATAGAN,REGION IV-A (CALABARZON)
Talibayog,CALATAGAN,REGION IV-A (CALABARZON)
Talisay,CALATAGAN,REGION IV-A (CALABARZON)
Tanagan,CALATAGAN,REGION IV-A (CALABARZON)
Balagbag,CUENCA,REGION IV-A (CALABARZON)
Bungahan,CUENCA,REGION IV-A (CALABARZON)
Calumayin,CUENCA,REGION IV-A (CALABARZON)
Dalipit East,CUENCA,REGION IV-A (CALABARZON)
Dalipit West,CUENCA,REGION IV-A (CALABARZON)
Dita,CUENCA,REGION IV-A (CALABARZON)
Don Juan,CUENCA,REGION IV-A (CALABARZON)
Emmanuel,CUENCA,REGION IV-A (CALABARZON)
Ibabao,CUENCA,REGION IV-A (CALABARZON)
Labac,CUENCA,REGION IV-A (CALABARZON)
Pinagkaisahan,CUENCA,REGION IV-A (CALABARZON)
San Felipe,CUENCA,REGION IV-A (CALABARZON)
San Isidro,CUENCA,REGION IV-A (CALABARZON)
Barangay 1 (Pob.),CUENCA,REGION IV-A (CALABARZON)
Barangay 2 (Pob.),CUENCA,REGION IV-A (CALABARZON)
Barangay 3 (Pob.),CUENCA,REGION IV-A (CALABARZON)
Barangay 4 (Pob.),CUENCA,REGION IV-A (CALABARZON)
Barangay 5 (Pob.),CUENCA,REGION IV-A (CALABARZON)
Barangay 6 (Pob.),CUENCA,REGION IV-A (CALABARZON)
Barangay 7 (Pob.),CUENCA,REGION IV-A (CALABARZON)
Barangay 8 (Pob.),CUENCA,REGION IV-A (CALABARZON)
Bago,IBAAN,REGION IV-A (CALABARZON)
Balanga,IBAAN,REGION IV-A (CALABARZON)
Bungahan,IBAAN,REGION IV-A (CALABARZON)
Calamias,IBAAN,REGION IV-A (CALABARZON)
Catandala,IBAAN,REGION IV-A (CALABARZON)
Coliat,IBAAN,REGION IV-A (CALABARZON)
Dayapan,IBAAN,REGION IV-A (CALABARZON)
Lapu-lapu,IBAAN,REGION IV-A (CALABARZON)
Lucsuhin,IBAAN,REGION IV-A (CALABARZON)
Mabalor,IBAAN,REGION IV-A (CALABARZON)
Malainin,IBAAN,REGION IV-A (CALABARZON)
Matala,IBAAN,REGION IV-A (CALABARZON)
Munting-Tubig,IBAAN,REGION IV-A (CALABARZON)
Palindan,IBAAN,REGION IV-A (CALABARZON)
Pangao,IBAAN,REGION IV-A (CALABARZON)
Panghayaan,IBAAN,REGION IV-A (CALABARZON)
Poblacion,IBAAN,REGION IV-A (CALABARZON)
Quilo,IBAAN,REGION IV-A (CALABARZON)
Sabang,IBAAN,REGION IV-A (CALABARZON)
Salaban I,IBAAN,REGION IV-A (CALABARZON)
San Agustin,IBAAN,REGION IV-A (CALABARZON)
Sandalan,IBAAN,REGION IV-A (CALABARZON)
Santo Niño,IBAAN,REGION IV-A (CALABARZON)
Talaibon,IBAAN,REGION IV-A (CALABARZON)
Tulay Na Patpat,IBAAN,REGION IV-A (CALABARZON)
Salaban II,IBAAN,REGION IV-A (CALABARZON)
As-Is,LAUREL,REGION IV-A (CALABARZON)
Balakilong,LAUREL,REGION IV-A (CALABARZON)
Berinayan,LAUREL,REGION IV-A (CALABARZON)
Bugaan East,LAUREL,REGION IV-A (CALABARZON)
Bugaan West,LAUREL,REGION IV-A (CALABARZON)
Buso-buso,LAUREL,REGION IV-A (CALABARZON)
Dayap Itaas,LAUREL,REGION IV-A (CALABARZON)
Gulod,LAUREL,REGION IV-A (CALABARZON)
J. Leviste,LAUREL,REGION IV-A (CALABARZON)
Molinete,LAUREL,REGION IV-A (CALABARZON)
Niyugan,LAUREL,REGION IV-A (CALABARZON)
Paliparan,LAUREL,REGION IV-A (CALABARZON)
Barangay 1 (Pob.),LAUREL,REGION IV-A (CALABARZON)
Barangay 2 (Pob.),LAUREL,REGION IV-A (CALABARZON)
Barangay 3 (Pob.),LAUREL,REGION IV-A (CALABARZON)
Barangay 4 (Pob.),LAUREL,REGION IV-A (CALABARZON)
Barangay 5 (Pob.),LAUREL,REGION IV-A (CALABARZON)
San Gabriel,LAUREL,REGION IV-A (CALABARZON)
San Gregorio,LAUREL,REGION IV-A (CALABARZON)
Santa Maria,LAUREL,REGION IV-A (CALABARZON)
Ticub,LAUREL,REGION IV-A (CALABARZON)
Anak-Dagat,LEMERY,REGION IV-A (CALABARZON)
Arumahan,LEMERY,REGION IV-A (CALABARZON)
Ayao-iyao,LEMERY,REGION IV-A (CALABARZON)
Bagong Pook,LEMERY,REGION IV-A (CALABARZON)
Bagong Sikat,LEMERY,REGION IV-A (CALABARZON)
Balanga,LEMERY,REGION IV-A (CALABARZON)
Bukal,LEMERY,REGION IV-A (CALABARZON)
Cahilan I,LEMERY,REGION IV-A (CALABARZON)
Cahilan II,LEMERY,REGION IV-A (CALABARZON)
Dayapan,LEMERY,REGION IV-A (CALABARZON)
Dita,LEMERY,REGION IV-A (CALABARZON)
Gulod,LEMERY,REGION IV-A (CALABARZON)
Lucky,LEMERY,REGION IV-A (CALABARZON)
Maguihan,LEMERY,REGION IV-A (CALABARZON)
Mahabang Dahilig,LEMERY,REGION IV-A (CALABARZON)
Mahayahay,LEMERY,REGION IV-A (CALABARZON)
Maigsing Dahilig,LEMERY,REGION IV-A (CALABARZON)
Maligaya,LEMERY,REGION IV-A (CALABARZON)
Malinis,LEMERY,REGION IV-A (CALABARZON)
Masalisi,LEMERY,REGION IV-A (CALABARZON)
Mataas Na Bayan,LEMERY,REGION IV-A (CALABARZON)
Matingain I,LEMERY,REGION IV-A (CALABARZON)
Matingain II,LEMERY,REGION IV-A (CALABARZON)
Mayasang,LEMERY,REGION IV-A (CALABARZON)
Niugan,LEMERY,REGION IV-A (CALABARZON)
Nonong Casto,LEMERY,REGION IV-A (CALABARZON)
Palanas,LEMERY,REGION IV-A (CALABARZON)
Payapa Ibaba,LEMERY,REGION IV-A (CALABARZON)
Payapa Ilaya,LEMERY,REGION IV-A (CALABARZON)
District I (Pob.),LEMERY,REGION IV-A (CALABARZON)
District II (Pob.),LEMERY,REGION IV-A (CALABARZON)
District III (Pob.),LEMERY,REGION IV-A (CALABARZON)
District IV (Pob.),LEMERY,REGION IV-A (CALABARZON)
Rizal,LEMERY,REGION IV-A (CALABARZON)
Sambal Ibaba,LEMERY,REGION IV-A (CALABARZON)
Sambal Ilaya,LEMERY,REGION IV-A (CALABARZON)
San Isidro Ibaba,LEMERY,REGION IV-A (CALABARZON)
San Isidro Itaas,LEMERY,REGION IV-A (CALABARZON)
Sangalang,LEMERY,REGION IV-A (CALABARZON)
Talaga,LEMERY,REGION IV-A (CALABARZON)
Tubigan,LEMERY,REGION IV-A (CALABARZON)
Tubuan,LEMERY,REGION IV-A (CALABARZON)
Wawa Ibaba,LEMERY,REGION IV-A (CALABARZON)
Wawa Ilaya,LEMERY,REGION IV-A (CALABARZON)
Sinisian East,LEMERY,REGION IV-A (CALABARZON)
Sinisian West,LEMERY,REGION IV-A (CALABARZON)
Bagong Pook,LIAN,REGION IV-A (CALABARZON)
Balibago,LIAN,REGION IV-A (CALABARZON)
Binubusan,LIAN,REGION IV-A (CALABARZON)
Bungahan,LIAN,REGION IV-A (CALABARZON)
Cumba,LIAN,REGION IV-A (CALABARZON)
Humayingan,LIAN,REGION IV-A (CALABARZON)
Kapito,LIAN,REGION IV-A (CALABARZON)
Lumaniag,LIAN,REGION IV-A (CALABARZON)
Luyahan,LIAN,REGION IV-A (CALABARZON)
Malaruhatan,LIAN,REGION IV-A (CALABARZON)
Matabungkay,LIAN,REGION IV-A (CALABARZON)
Barangay 1 (Pob.),LIAN,REGION IV-A (CALABARZON)
Barangay 2 (Pob.),LIAN,REGION IV-A (CALABARZON)
Barangay 3 (Pob.),LIAN,REGION IV-A (CALABARZON)
Barangay 4 (Pob.),LIAN,REGION IV-A (CALABARZON)
Barangay 5 (Pob.),LIAN,REGION IV-A (CALABARZON)
Prenza,LIAN,REGION IV-A (CALABARZON)
Puting-Kahoy,LIAN,REGION IV-A (CALABARZON)
San Diego,LIAN,REGION IV-A (CALABARZON)
Adya,LIPA CITY,REGION IV-A (CALABARZON)
Anilao,LIPA CITY,REGION IV-A (CALABARZON)
Anilao-Labac,LIPA CITY,REGION IV-A (CALABARZON)
Antipolo Del Norte,LIPA CITY,REGION IV-A (CALABARZON)
Antipolo Del Sur,LIPA CITY,REGION IV-A (CALABARZON)
Bagong Pook,LIPA CITY,REGION IV-A (CALABARZON)
San Sebastian (Balagbag),LIPA CITY,REGION IV-A (CALABARZON)
Balintawak,LIPA CITY,REGION IV-A (CALABARZON)
Banaybanay,LIPA CITY,REGION IV-A (CALABARZON)
Bolbok,LIPA CITY,REGION IV-A (CALABARZON)
Bugtong na Pulo,LIPA CITY,REGION IV-A (CALABARZON)
Bulacnin,LIPA CITY,REGION IV-A (CALABARZON)
Bulaklakan,LIPA CITY,REGION IV-A (CALABARZON)
Calamias,LIPA CITY,REGION IV-A (CALABARZON)
Cumba,LIPA CITY,REGION IV-A (CALABARZON)
Dagatan,LIPA CITY,REGION IV-A (CALABARZON)
Duhatan,LIPA CITY,REGION IV-A (CALABARZON)
Halang,LIPA CITY,REGION IV-A (CALABARZON)
Inosloban,LIPA CITY,REGION IV-A (CALABARZON)
Kayumanggi,LIPA CITY,REGION IV-A (CALABARZON)
Latag,LIPA CITY,REGION IV-A (CALABARZON)
Lodlod,LIPA CITY,REGION IV-A (CALABARZON)
Lumbang,LIPA CITY,REGION IV-A (CALABARZON)
Mabini,LIPA CITY,REGION IV-A (CALABARZON)
Malagonlong,LIPA CITY,REGION IV-A (CALABARZON)
Malitlit,LIPA CITY,REGION IV-A (CALABARZON)
Marauoy,LIPA CITY,REGION IV-A (CALABARZON)
Mataas Na Lupa,LIPA CITY,REGION IV-A (CALABARZON)
Munting Pulo,LIPA CITY,REGION IV-A (CALABARZON)
Pagolingin Bata,LIPA CITY,REGION IV-A (CALABARZON)
Pagolingin East,LIPA CITY,REGION IV-A (CALABARZON)
Pagolingin West,LIPA CITY,REGION IV-A (CALABARZON)
Pangao,LIPA CITY,REGION IV-A (CALABARZON)
Pinagkawitan,LIPA CITY,REGION IV-A (CALABARZON)
Pinagtongulan,LIPA CITY,REGION IV-A (CALABARZON)
Plaridel,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 1,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 10,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 11,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 2,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 3,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 4,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 5,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 6,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 7,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 8,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 9,LIPA CITY,REGION IV-A (CALABARZON)
Pusil,LIPA CITY,REGION IV-A (CALABARZON)
Quezon,LIPA CITY,REGION IV-A (CALABARZON)
Rizal,LIPA CITY,REGION IV-A (CALABARZON)
Sabang,LIPA CITY,REGION IV-A (CALABARZON)
Sampaguita,LIPA CITY,REGION IV-A (CALABARZON)
San Benito,LIPA CITY,REGION IV-A (CALABARZON)
San Carlos,LIPA CITY,REGION IV-A (CALABARZON)
San Celestino,LIPA CITY,REGION IV-A (CALABARZON)
San Francisco,LIPA CITY,REGION IV-A (CALABARZON)
San Guillermo,LIPA CITY,REGION IV-A (CALABARZON)
San Jose,LIPA CITY,REGION IV-A (CALABARZON)
San Lucas,LIPA CITY,REGION IV-A (CALABARZON)
San Salvador,LIPA CITY,REGION IV-A (CALABARZON)
Sapac,LIPA CITY,REGION IV-A (CALABARZON)
Sico,LIPA CITY,REGION IV-A (CALABARZON)
Santo Niño,LIPA CITY,REGION IV-A (CALABARZON)
Santo Toribio,LIPA CITY,REGION IV-A (CALABARZON)
Talisay,LIPA CITY,REGION IV-A (CALABARZON)
Tambo,LIPA CITY,REGION IV-A (CALABARZON)
Tangob,LIPA CITY,REGION IV-A (CALABARZON)
Tanguay,LIPA CITY,REGION IV-A (CALABARZON)
Tibig,LIPA CITY,REGION IV-A (CALABARZON)
Tipacan,LIPA CITY,REGION IV-A (CALABARZON)
Poblacion Barangay 9-A,LIPA CITY,REGION IV-A (CALABARZON)
Barangay 12 (Pob.),LIPA CITY,REGION IV-A (CALABARZON)
Apar,LOBO,REGION IV-A (CALABARZON)
Balatbat,LOBO,REGION IV-A (CALABARZON)
Balibago,LOBO,REGION IV-A (CALABARZON)
Banalo,LOBO,REGION IV-A (CALABARZON)
Biga,LOBO,REGION IV-A (CALABARZON)
Bignay,LOBO,REGION IV-A (CALABARZON)
Calo,LOBO,REGION IV-A (CALABARZON)
Calumpit,LOBO,REGION IV-A (CALABARZON)
Fabrica,LOBO,REGION IV-A (CALABARZON)
Jaybanga,LOBO,REGION IV-A (CALABARZON)
Lagadlarin,LOBO,REGION IV-A (CALABARZON)
Mabilog Na Bundok,LOBO,REGION IV-A (CALABARZON)
Malabrigo,LOBO,REGION IV-A (CALABARZON)
Malalim Na Sanog,LOBO,REGION IV-A (CALABARZON)
Malapad Na Parang,LOBO,REGION IV-A (CALABARZON)
Masaguitsit,LOBO,REGION IV-A (CALABARZON)
Nagtalongtong,LOBO,REGION IV-A (CALABARZON)
Nagtoctoc,LOBO,REGION IV-A (CALABARZON)
Olo-olo,LOBO,REGION IV-A (CALABARZON)
Pinaghawanan,LOBO,REGION IV-A (CALABARZON)
San Miguel,LOBO,REGION IV-A (CALABARZON)
San Nicolas,LOBO,REGION IV-A (CALABARZON)
Sawang,LOBO,REGION IV-A (CALABARZON)
Soloc,LOBO,REGION IV-A (CALABARZON)
Tayuman,LOBO,REGION IV-A (CALABARZON)
Poblacion,LOBO,REGION IV-A (CALABARZON)
Anilao Proper,MABINI,REGION IV-A (CALABARZON)
Anilao East,MABINI,REGION IV-A (CALABARZON)
Bagalangit,MABINI,REGION IV-A (CALABARZON)
Bulacan,MABINI,REGION IV-A (CALABARZON)
Calamias,MABINI,REGION IV-A (CALABARZON)
Estrella,MABINI,REGION IV-A (CALABARZON)
Gasang,MABINI,REGION IV-A (CALABARZON)
Laurel,MABINI,REGION IV-A (CALABARZON)
Ligaya,MABINI,REGION IV-A (CALABARZON)
Mainaga,MABINI,REGION IV-A (CALABARZON)
Mainit,MABINI,REGION IV-A (CALABARZON)
Majuben,MABINI,REGION IV-A (CALABARZON)
Malimatoc I,MABINI,REGION IV-A (CALABARZON)
Malimatoc II,MABINI,REGION IV-A (CALABARZON)
Nag-Iba,MABINI,REGION IV-A (CALABARZON)
Pilahan,MABINI,REGION IV-A (CALABARZON)
Poblacion,MABINI,REGION IV-A (CALABARZON)
Pulang Lupa,MABINI,REGION IV-A (CALABARZON)
Pulong Anahao,MABINI,REGION IV-A (CALABARZON)
Pulong Balibaguhan,MABINI,REGION IV-A (CALABARZON)
Pulong Niogan,MABINI,REGION IV-A (CALABARZON)
Saguing,MABINI,REGION IV-A (CALABARZON)
Sampaguita,MABINI,REGION IV-A (CALABARZON)
San Francisco,MABINI,REGION IV-A (CALABARZON)
San Jose,MABINI,REGION IV-A (CALABARZON)
San Juan,MABINI,REGION IV-A (CALABARZON)
San Teodoro,MABINI,REGION IV-A (CALABARZON)
Santa Ana,MABINI,REGION IV-A (CALABARZON)
Santa Mesa,MABINI,REGION IV-A (CALABARZON)
Santo Niño,MABINI,REGION IV-A (CALABARZON)
Santo Tomas,MABINI,REGION IV-A (CALABARZON)
Solo,MABINI,REGION IV-A (CALABARZON)
Talaga Proper,MABINI,REGION IV-A (CALABARZON)
Talaga East,MABINI,REGION IV-A (CALABARZON)
Bagong Pook,MALVAR,REGION IV-A (CALABARZON)
Bilucao (San Isidro Western),MALVAR,REGION IV-A (CALABARZON)
Bulihan,MALVAR,REGION IV-A (CALABARZON)
San Gregorio,MALVAR,REGION IV-A (CALABARZON)
Luta Del Norte,MALVAR,REGION IV-A (CALABARZON)
Luta Del Sur,MALVAR,REGION IV-A (CALABARZON)
Poblacion,MALVAR,REGION IV-A (CALABARZON)
San Andres,MALVAR,REGION IV-A (CALABARZON)
San Fernando,MALVAR,REGION IV-A (CALABARZON)
San Isidro East,MALVAR,REGION IV-A (CALABARZON)
San Juan,MALVAR,REGION IV-A (CALABARZON)
San Pedro II (Western),MALVAR,REGION IV-A (CALABARZON)
San Pedro I (Eastern),MALVAR,REGION IV-A (CALABARZON)
San Pioquinto,MALVAR,REGION IV-A (CALABARZON)
Santiago,MALVAR,REGION IV-A (CALABARZON)
District I (Pob.),MATAASNAKAHOY,REGION IV-A (CALABARZON)
District II (Pob.),MATAASNAKAHOY,REGION IV-A (CALABARZON)
District III (Pob.),MATAASNAKAHOY,REGION IV-A (CALABARZON)
District IV (Pob.),MATAASNAKAHOY,REGION IV-A (CALABARZON)
Bayorbor,MATAASNAKAHOY,REGION IV-A (CALABARZON)
Bubuyan,MATAASNAKAHOY,REGION IV-A (CALABARZON)
Calingatan,MATAASNAKAHOY,REGION IV-A (CALABARZON)
Kinalaglagan,MATAASNAKAHOY,REGION IV-A (CALABARZON)
Loob,MATAASNAKAHOY,REGION IV-A (CALABARZON)
Lumang Lipa,MATAASNAKAHOY,REGION IV-A (CALABARZON)
Manggahan,MATAASNAKAHOY,REGION IV-A (CALABARZON)
Nangkaan,MATAASNAKAHOY,REGION IV-A (CALABARZON)
San Sebastian,MATAASNAKAHOY,REGION IV-A (CALABARZON)
Santol,MATAASNAKAHOY,REGION IV-A (CALABARZON)
Upa,MATAASNAKAHOY,REGION IV-A (CALABARZON)
Barangay II-A (Pob.),MATAASNAKAHOY,REGION IV-A (CALABARZON)
Aga,NASUGBU,REGION IV-A (CALABARZON)
Balaytigui,NASUGBU,REGION IV-A (CALABARZON)
Banilad,NASUGBU,REGION IV-A (CALABARZON)
Barangay 10 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Barangay 11 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Barangay 12 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Barangay 2 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Barangay 3 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Barangay 4 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Barangay 5 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Barangay 6 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Barangay 7 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Barangay 8 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Barangay 9 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Bilaran,NASUGBU,REGION IV-A (CALABARZON)
Bucana,NASUGBU,REGION IV-A (CALABARZON)
Bulihan,NASUGBU,REGION IV-A (CALABARZON)
Bunducan,NASUGBU,REGION IV-A (CALABARZON)
Butucan,NASUGBU,REGION IV-A (CALABARZON)
Calayo,NASUGBU,REGION IV-A (CALABARZON)
Catandaan,NASUGBU,REGION IV-A (CALABARZON)
Kaylaway,NASUGBU,REGION IV-A (CALABARZON)
Kayrilaw,NASUGBU,REGION IV-A (CALABARZON)
Cogunan,NASUGBU,REGION IV-A (CALABARZON)
Dayap,NASUGBU,REGION IV-A (CALABARZON)
Latag,NASUGBU,REGION IV-A (CALABARZON)
Looc,NASUGBU,REGION IV-A (CALABARZON)
Lumbangan,NASUGBU,REGION IV-A (CALABARZON)
Malapad Na Bato,NASUGBU,REGION IV-A (CALABARZON)
Mataas Na Pulo,NASUGBU,REGION IV-A (CALABARZON)
Maugat,NASUGBU,REGION IV-A (CALABARZON)
Munting Indan,NASUGBU,REGION IV-A (CALABARZON)
Natipuan,NASUGBU,REGION IV-A (CALABARZON)
Pantalan,NASUGBU,REGION IV-A (CALABARZON)
Papaya,NASUGBU,REGION IV-A (CALABARZON)
Putat,NASUGBU,REGION IV-A (CALABARZON)
Reparo,NASUGBU,REGION IV-A (CALABARZON)
Talangan,NASUGBU,REGION IV-A (CALABARZON)
Tumalim,NASUGBU,REGION IV-A (CALABARZON)
Utod,NASUGBU,REGION IV-A (CALABARZON)
Wawa,NASUGBU,REGION IV-A (CALABARZON)
Barangay 1 (Pob.),NASUGBU,REGION IV-A (CALABARZON)
Banaba,PADRE GARCIA,REGION IV-A (CALABARZON)
Banaybanay,PADRE GARCIA,REGION IV-A (CALABARZON)
Bawi,PADRE GARCIA,REGION IV-A (CALABARZON)
Bukal,PADRE GARCIA,REGION IV-A (CALABARZON)
Castillo,PADRE GARCIA,REGION IV-A (CALABARZON)
Cawongan,PADRE GARCIA,REGION IV-A (CALABARZON)
Manggas,PADRE GARCIA,REGION IV-A (CALABARZON)
Maugat East,PADRE GARCIA,REGION IV-A (CALABARZON)
Maugat West,PADRE GARCIA,REGION IV-A (CALABARZON)
Pansol,PADRE GARCIA,REGION IV-A (CALABARZON)
Payapa,PADRE GARCIA,REGION IV-A (CALABARZON)
Poblacion,PADRE GARCIA,REGION IV-A (CALABARZON)
Quilo-quilo North,PADRE GARCIA,REGION IV-A (CALABARZON)
Quilo-quilo South,PADRE GARCIA,REGION IV-A (CALABARZON)
San Felipe,PADRE GARCIA,REGION IV-A (CALABARZON)
San Miguel,PADRE GARCIA,REGION IV-A (CALABARZON)
Tamak,PADRE GARCIA,REGION IV-A (CALABARZON)
Tangob,PADRE GARCIA,REGION IV-A (CALABARZON)
Alupay,ROSARIO,REGION IV-A (CALABARZON)
Antipolo,ROSARIO,REGION IV-A (CALABARZON)
Bagong Pook,ROSARIO,REGION IV-A (CALABARZON)
Balibago,ROSARIO,REGION IV-A (CALABARZON)
Bayawang,ROSARIO,REGION IV-A (CALABARZON)
Baybayin,ROSARIO,REGION IV-A (CALABARZON)
Bulihan,ROSARIO,REGION IV-A (CALABARZON)
Cahigam,ROSARIO,REGION IV-A (CALABARZON)
Calantas,ROSARIO,REGION IV-A (CALABARZON)
Colongan,ROSARIO,REGION IV-A (CALABARZON)
Itlugan,ROSARIO,REGION IV-A (CALABARZON)
Lumbangan,ROSARIO,REGION IV-A (CALABARZON)
Maalas-As,ROSARIO,REGION IV-A (CALABARZON)
Mabato,ROSARIO,REGION IV-A (CALABARZON)
Mabunga,ROSARIO,REGION IV-A (CALABARZON)
Macalamcam A,ROSARIO,REGION IV-A (CALABARZON)
Macalamcam B,ROSARIO,REGION IV-A (CALABARZON)
Malaya,ROSARIO,REGION IV-A (CALABARZON)
Maligaya,ROSARIO,REGION IV-A (CALABARZON)
Marilag,ROSARIO,REGION IV-A (CALABARZON)
Masaya,ROSARIO,REGION IV-A (CALABARZON)
Matamis,ROSARIO,REGION IV-A (CALABARZON)
Mavalor,ROSARIO,REGION IV-A (CALABARZON)
Mayuro,ROSARIO,REGION IV-A (CALABARZON)
Namuco,ROSARIO,REGION IV-A (CALABARZON)
Namunga,ROSARIO,REGION IV-A (CALABARZON)
Natu,ROSARIO,REGION IV-A (CALABARZON)
Nasi,ROSARIO,REGION IV-A (CALABARZON)
Palakpak,ROSARIO,REGION IV-A (CALABARZON)
Pinagsibaan,ROSARIO,REGION IV-A (CALABARZON)
