BRGY_CODE,REGION,MUNICIPALITY,PROVINCE,BRGY,URBANITY,,,
36906028,NL,TARLAC,GERONA,Plastado,RURAL,#REF!,0,0
36906029,NL,TARLAC,GERONA,Poblacion 1,RURAL,#REF!,0,0
36906030,NL,TARLAC,GERONA,Poblacion 2,URBAN,#REF!,0,0
36906031,NL,TARLAC,GERONA,Poblacion 3,URBAN,#REF!,0,0
36906032,NL,TARLAC,GERONA,Quezon,RURAL,#REF!,0,0
36906033,NL,TARLAC,GERONA,Rizal,RURAL,#REF!,0,0
36906034,NL,TARLAC,GERONA,Salapungan,URBAN,#REF!,0,0
36906035,NL,TARLAC,GERONA,San Agustin,RURAL,#REF!,0,0
36906036,NL,TARLAC,GERONA,San Antonio,RURAL,#REF!,0,0
36906037,NL,TARLAC,GERONA,San Bartolome,RURAL,#REF!,0,0
36906038,NL,TARLAC,GERONA,San Jose,RURAL,#REF!,0,0
36906039,NL,TARLAC,GERONA,Santa Lucia,RURAL,#REF!,0,0
36906040,NL,TARLAC,GERONA,Santiago,RURAL,#REF!,0,0
36906041,NL,TARLAC,GERONA,Sembrano,RURAL,#REF!,0,0
36906043,NL,TARLAC,GERONA,Singat,RURAL,#REF!,0,0
36906044,NL,TARLAC,GERONA,Sulipa,RURAL,#REF!,0,0
36906045,NL,TARLAC,GERONA,Tagumbao,RURAL,#REF!,0,0
36906047,NL,TARLAC,GERONA,Tangcaran,RURAL,#REF!,0,0
36906048,NL,TARLAC,GERONA,Villa Paz,RURAL,#REF!,0,0
36907001,NL,TARLAC,LA PAZ,Balanoy,RURAL,#REF!,0,0
36907002,NL,TARLAC,LA PAZ,Bantog-Caricutan,RURAL,#REF!,0,0
36907003,NL,TARLAC,LA PAZ,Caramutan,URBAN,#REF!,0,0
36907004,NL,TARLAC,LA PAZ,Caut,RURAL,#REF!,0,0
36907005,NL,TARLAC,LA PAZ,Comillas,RURAL,#REF!,0,0
36907006,NL,TARLAC,LA PAZ,Dumarais,RURAL,#REF!,0,0
36907007,NL,TARLAC,LA PAZ,Guevarra,URBAN,#REF!,0,0
36907008,NL,TARLAC,LA PAZ,Kapanikian,RURAL,#REF!,0,0
36907009,NL,TARLAC,LA PAZ,La Purisima,RURAL,#REF!,0,0
36907010,NL,TARLAC,LA PAZ,Lara,RURAL,#REF!,0,0
36907011,NL,TARLAC,LA PAZ,Laungcupang,RURAL,#REF!,0,0
36907012,NL,TARLAC,LA PAZ,Lomboy,RURAL,#REF!,0,0
36907013,NL,TARLAC,LA PAZ,Macalong,RURAL,#REF!,0,0
36907014,NL,TARLAC,LA PAZ,Matayumtayum,RURAL,#REF!,0,0
36907015,NL,TARLAC,LA PAZ,Mayang,RURAL,#REF!,0,0
36907016,NL,TARLAC,LA PAZ,Motrico,RURAL,#REF!,0,0
36907017,NL,TARLAC,LA PAZ,Paludpud,RURAL,#REF!,0,0
36907018,NL,TARLAC,LA PAZ,Rizal,RURAL,#REF!,0,0
36907019,NL,TARLAC,LA PAZ,San Isidro (Pob.),RURAL,#REF!,0,0
36907020,NL,TARLAC,LA PAZ,San Roque (Pob.),URBAN,#REF!,0,0
36907021,NL,TARLAC,LA PAZ,Sierra,RURAL,#REF!,0,0
36908001,NL,TARLAC,MAYANTOC,Ambalingit,RURAL,#REF!,0,0
36908002,NL,TARLAC,MAYANTOC,Baybayaoas,RURAL,#REF!,0,0
36908003,NL,TARLAC,MAYANTOC,Bigbiga,RURAL,#REF!,0,0
36908004,NL,TARLAC,MAYANTOC,Binbinaca,RURAL,#REF!,0,0
36908005,NL,TARLAC,MAYANTOC,Calabtangan,RURAL,#REF!,0,0
36908006,NL,TARLAC,MAYANTOC,Caocaoayan,RURAL,#REF!,0,0
36908007,NL,TARLAC,MAYANTOC,Carabaoan,RURAL,#REF!,0,0
36908008,NL,TARLAC,MAYANTOC,Cubcub,RURAL,#REF!,0,0
36908009,NL,TARLAC,MAYANTOC,Gayonggayong,RURAL,#REF!,0,0
36908010,NL,TARLAC,MAYANTOC,Gossood,RURAL,#REF!,0,0
36908011,NL,TARLAC,MAYANTOC,Labney,RURAL,#REF!,0,0
36908012,NL,TARLAC,MAYANTOC,Mamonit,RURAL,#REF!,0,0
36908013,NL,TARLAC,MAYANTOC,Maniniog,RURAL,#REF!,0,0
36908014,NL,TARLAC,MAYANTOC,Mapandan,RURAL,#REF!,0,0
36908015,NL,TARLAC,MAYANTOC,Nambalan,RURAL,#REF!,0,0
36908016,NL,TARLAC,MAYANTOC,Pedro L. Quines,RURAL,#REF!,0,0
36908017,NL,TARLAC,MAYANTOC,Pitombayog,RURAL,#REF!,0,0
36908018,NL,TARLAC,MAYANTOC,Poblacion Norte,RURAL,#REF!,0,0
36908019,NL,TARLAC,MAYANTOC,Poblacion Sur,RURAL,#REF!,0,0
36908020,NL,TARLAC,MAYANTOC,Rotrottooc,RURAL,#REF!,0,0
36908021,NL,TARLAC,MAYANTOC,San Bartolome,RURAL,#REF!,0,0
36908022,NL,TARLAC,MAYANTOC,San Jose,RURAL,#REF!,0,0
36908023,NL,TARLAC,MAYANTOC,Taldiapan,RURAL,#REF!,0,0
36908024,NL,TARLAC,MAYANTOC,Tangcarang,RURAL,#REF!,0,0
36909001,NL,TARLAC,MONCADA,Ablang-Sapang,RURAL,#REF!,0,0
36909002,NL,TARLAC,MONCADA,Aringin,RURAL,#REF!,0,0
36909003,NL,TARLAC,MONCADA,Atencio,RURAL,#REF!,0,0
36909004,NL,TARLAC,MONCADA,Banaoang East,RURAL,#REF!,0,0
36909005,NL,TARLAC,MONCADA,Banaoang West,RURAL,#REF!,0,0
36909006,NL,TARLAC,MONCADA,Baquero Norte,RURAL,#REF!,0,0
36909007,NL,TARLAC,MONCADA,Baquero Sur,RURAL,#REF!,0,0
36909008,NL,TARLAC,MONCADA,Burgos,RURAL,#REF!,0,0
36909009,NL,TARLAC,MONCADA,Calamay,RURAL,#REF!,0,0
36909010,NL,TARLAC,MONCADA,Calapan,RURAL,#REF!,0,0
36909011,NL,TARLAC,MONCADA,Camangaan East,RURAL,#REF!,0,0
36909012,NL,TARLAC,MONCADA,Camangaan West,RURAL,#REF!,0,0
36909013,NL,TARLAC,MONCADA,Camposanto 1 - Norte,RURAL,#REF!,0,0
36909014,NL,TARLAC,MONCADA,Camposanto 1 - Sur,RURAL,#REF!,0,0
36909015,NL,TARLAC,MONCADA,Camposanto 2,RURAL,#REF!,0,0
36909016,NL,TARLAC,MONCADA,Capaoayan,RURAL,#REF!,0,0
36909017,NL,TARLAC,MONCADA,Lapsing,URBAN,#REF!,0,0
36909018,NL,TARLAC,MONCADA,Mabini,RURAL,#REF!,0,0
36909019,NL,TARLAC,MONCADA,Maluac,RURAL,#REF!,0,0
36909020,NL,TARLAC,MONCADA,Poblacion 1,URBAN,#REF!,0,0
36909021,NL,TARLAC,MONCADA,Poblacion 2,URBAN,#REF!,0,0
36909022,NL,TARLAC,MONCADA,Poblacion 3,RURAL,#REF!,0,0
36909023,NL,TARLAC,MONCADA,Poblacion 4,RURAL,#REF!,0,0
36909024,NL,TARLAC,MONCADA,Rizal,RURAL,#REF!,0,0
36909025,NL,TARLAC,MONCADA,San Juan,RURAL,#REF!,0,0
36909026,NL,TARLAC,MONCADA,San Julian,RURAL,#REF!,0,0
36909027,NL,TARLAC,MONCADA,San Leon,RURAL,#REF!,0,0
36909028,NL,TARLAC,MONCADA,San Pedro,RURAL,#REF!,0,0
36909029,NL,TARLAC,MONCADA,San Roque,RURAL,#REF!,0,0
36909030,NL,TARLAC,MONCADA,Santa Lucia East,RURAL,#REF!,0,0
36909031,NL,TARLAC,MONCADA,Santa Lucia West,URBAN,#REF!,0,0
36909032,NL,TARLAC,MONCADA,Santa Maria,RURAL,#REF!,0,0
36909033,NL,TARLAC,MONCADA,Santa Monica,RURAL,#REF!,0,0
36909034,NL,TARLAC,MONCADA,Tubectubang,RURAL,#REF!,0,0
36909035,NL,TARLAC,MONCADA,Tolega Norte,RURAL,#REF!,0,0
36909036,NL,TARLAC,MONCADA,Tolega Sur,RURAL,#REF!,0,0
36909038,NL,TARLAC,MONCADA,Villa,RURAL,#REF!,0,0
36910001,NL,TARLAC,PANIQUI,Abogado,RURAL,#REF!,0,0
36910002,NL,TARLAC,PANIQUI,Acocolao,RURAL,#REF!,0,0
36910003,NL,TARLAC,PANIQUI,Aduas,RURAL,#REF!,0,0
36910004,NL,TARLAC,PANIQUI,Apulid,RURAL,#REF!,0,0
36910005,NL,TARLAC,PANIQUI,Balaoang,URBAN,#REF!,0,0
36910006,NL,TARLAC,PANIQUI,Barang (Borang),RURAL,#REF!,0,0
36910007,NL,TARLAC,PANIQUI,Brillante,RURAL,#REF!,0,0
36910008,NL,TARLAC,PANIQUI,Burgos,RURAL,#REF!,0,0
36910009,NL,TARLAC,PANIQUI,Cabayaoasan,RURAL,#REF!,0,0
36910010,NL,TARLAC,PANIQUI,Canan,RURAL,#REF!,0,0
36910011,NL,TARLAC,PANIQUI,Carino,RURAL,#REF!,0,0
36910012,NL,TARLAC,PANIQUI,Cayanga,RURAL,#REF!,0,0
36910013,NL,TARLAC,PANIQUI,Colibangbang,RURAL,#REF!,0,0
36910014,NL,TARLAC,PANIQUI,Coral,RURAL,#REF!,0,0
36910015,NL,TARLAC,PANIQUI,Dapdap,RURAL,#REF!,0,0
36910016,NL,TARLAC,PANIQUI,Estacion,URBAN,#REF!,4,5
36910017,NL,TARLAC,PANIQUI,Mabilang,RURAL,#REF!,0,0
36910018,NL,TARLAC,PANIQUI,Manaois,RURAL,#REF!,0,0
36910019,NL,TARLAC,PANIQUI,Matalapitap,URBAN,#REF!,0,0
36910020,NL,TARLAC,PANIQUI,Nagmisaan,RURAL,#REF!,0,0
36910021,NL,TARLAC,PANIQUI,Nancamarinan,RURAL,#REF!,0,0
36910022,NL,TARLAC,PANIQUI,Nipaco,RURAL,#REF!,0,0
36910023,NL,TARLAC,PANIQUI,Patalan,RURAL,#REF!,0,0
36910024,NL,TARLAC,PANIQUI,Poblacion Norte,URBAN,#REF!,4,5
36910025,NL,TARLAC,PANIQUI,Poblacion Sur,RURAL,#REF!,5,5
36910026,NL,TARLAC,PANIQUI,Rang-ayan,RURAL,#REF!,0,0
36910027,NL,TARLAC,PANIQUI,Salumague,RURAL,#REF!,0,0
36910028,NL,TARLAC,PANIQUI,Samput,URBAN,#REF!,0,0
36910029,NL,TARLAC,PANIQUI,San Carlos,RURAL,#REF!,0,0
36910030,NL,TARLAC,PANIQUI,San Isidro,RURAL,#REF!,0,0
36910031,NL,TARLAC,PANIQUI,San Juan de Milla,RURAL,#REF!,0,0
36910032,NL,TARLAC,PANIQUI,Santa Ines,RURAL,#REF!,0,0
36910033,NL,TARLAC,PANIQUI,Sinigpit,RURAL,#REF!,0,0
36910034,NL,TARLAC,PANIQUI,Tablang,RURAL,#REF!,0,0
36910035,NL,TARLAC,PANIQUI,Ventenilla,RURAL,#REF!,0,0
36911001,NL,TARLAC,PURA,Balite,RURAL,#REF!,0,0
36911002,NL,TARLAC,PURA,Buenavista,RURAL,#REF!,0,0
36911003,NL,TARLAC,PURA,Cadanglaan,RURAL,#REF!,0,0
36911004,NL,TARLAC,PURA,Estipona,RURAL,#REF!,0,0
36911005,NL,TARLAC,PURA,Linao,RURAL,#REF!,0,0
36911006,NL,TARLAC,PURA,Maasin,RURAL,#REF!,0,0
36911007,NL,TARLAC,PURA,Matindeg,URBAN,#REF!,0,0
36911008,NL,TARLAC,PURA,Maungib,RURAL,#REF!,0,0
36911009,NL,TARLAC,PURA,Naya,RURAL,#REF!,0,0
36911010,NL,TARLAC,PURA,Nilasin 1st,RURAL,#REF!,0,0
36911011,NL,TARLAC,PURA,Nilasin 2nd,RURAL,#REF!,0,0
36911012,NL,TARLAC,PURA,Poblacion 1,RURAL,#REF!,0,0
36911013,NL,TARLAC,PURA,Poblacion 2,RURAL,#REF!,0,0
36911014,NL,TARLAC,PURA,Poblacion 3,RURAL,#REF!,0,0
36911015,NL,TARLAC,PURA,Poroc,RURAL,#REF!,0,0
36911018,NL,TARLAC,PURA,Singat,RURAL,#REF!,0,0
36912001,NL,TARLAC,RAMOS,Coral-Iloco,RURAL,#REF!,0,0
36912002,NL,TARLAC,RAMOS,Guiteb,RURAL,#REF!,0,0
36912003,NL,TARLAC,RAMOS,Pance,RURAL,#REF!,0,0
36912004,NL,TARLAC,RAMOS,Poblacion Center,URBAN,#REF!,0,0
36912005,NL,TARLAC,RAMOS,Poblacion North,URBAN,#REF!,0,0
36912006,NL,TARLAC,RAMOS,Poblacion South,URBAN,#REF!,0,0
36912007,NL,TARLAC,RAMOS,San Juan,RURAL,#REF!,0,0
36912008,NL,TARLAC,RAMOS,San Raymundo,RURAL,#REF!,0,0
36912009,NL,TARLAC,RAMOS,Toledo,RURAL,#REF!,0,0
36913001,NL,TARLAC,SAN CLEMENTE,Balloc,RURAL,#REF!,0,0
36913002,NL,TARLAC,SAN CLEMENTE,Bamban,RURAL,#REF!,0,0
36913004,NL,TARLAC,SAN CLEMENTE,Casipo,RURAL,#REF!,0,0
36913005,NL,TARLAC,SAN CLEMENTE,Catagudingan,RURAL,#REF!,0,0
36913006,NL,TARLAC,SAN CLEMENTE,Daldalayap,RURAL,#REF!,0,0
36913007,NL,TARLAC,SAN CLEMENTE,Doclong 1,RURAL,#REF!,0,0
36913008,NL,TARLAC,SAN CLEMENTE,Doclong 2,RURAL,#REF!,0,0
36913010,NL,TARLAC,SAN CLEMENTE,Maasin,RURAL,#REF!,0,0
36913011,NL,TARLAC,SAN CLEMENTE,Nagsabaran,RURAL,#REF!,0,0
36913013,NL,TARLAC,SAN CLEMENTE,Pit-ao,RURAL,#REF!,0,0
36913014,NL,TARLAC,SAN CLEMENTE,Poblacion Norte,RURAL,#REF!,0,0
36913015,NL,TARLAC,SAN CLEMENTE,Poblacion Sur,RURAL,#REF!,0,0
36914001,NL,TARLAC,SAN MANUEL,Colubot,RURAL,#REF!,0,0
36914002,NL,TARLAC,SAN MANUEL,Lanat,RURAL,#REF!,0,0
36914003,NL,TARLAC,SAN MANUEL,Legaspi,RURAL,#REF!,0,0
36914004,NL,TARLAC,SAN MANUEL,Mangandingay,RURAL,#REF!,0,0
36914005,NL,TARLAC,SAN MANUEL,Matarannoc,RURAL,#REF!,0,0
36914006,NL,TARLAC,SAN MANUEL,Pacpaco,RURAL,#REF!,0,0
36914007,NL,TARLAC,SAN MANUEL,Poblacion,RURAL,#REF!,0,0
36914008,NL,TARLAC,SAN MANUEL,Salcedo,RURAL,#REF!,0,0
36914009,NL,TARLAC,SAN MANUEL,San Agustin,RURAL,#REF!,0,0
36914010,NL,TARLAC,SAN MANUEL,San Felipe,RURAL,#REF!,0,0
36914011,NL,TARLAC,SAN MANUEL,San Jacinto,RURAL,#REF!,0,0
36914012,NL,TARLAC,SAN MANUEL,San Miguel,RURAL,#REF!,0,0
36914013,NL,TARLAC,SAN MANUEL,San Narciso,RURAL,#REF!,0,0
36914014,NL,TARLAC,SAN MANUEL,San Vicente,RURAL,#REF!,0,0
36914015,NL,TARLAC,SAN MANUEL,Santa Maria,RURAL,#REF!,0,0
36915001,NL,TARLAC,SANTA IGNACIA,Baldios,RURAL,#REF!,0,0
36915002,NL,TARLAC,SANTA IGNACIA,Botbotones,RURAL,#REF!,0,0
36915003,NL,TARLAC,SANTA IGNACIA,Caanamongan,RURAL,#REF!,0,0
36915004,NL,TARLAC,SANTA IGNACIA,Cabaruan,RURAL,#REF!,0,0
36915005,NL,TARLAC,SANTA IGNACIA,Cabugbugan,RURAL,#REF!,0,0
36915006,NL,TARLAC,SANTA IGNACIA,Caduldulaoan,RURAL,#REF!,0,0
36915007,NL,TARLAC,SANTA IGNACIA,Calipayan,RURAL,#REF!,0,0
36915008,NL,TARLAC,SANTA IGNACIA,Macaguing,RURAL,#REF!,0,0
36915009,NL,TARLAC,SANTA IGNACIA,Nambalan,RURAL,#REF!,0,0
36915010,NL,TARLAC,SANTA IGNACIA,Padapada,URBAN,#REF!,0,0
36915011,NL,TARLAC,SANTA IGNACIA,Pilpila,URBAN,#REF!,0,0
36915012,NL,TARLAC,SANTA IGNACIA,Pinpinas,RURAL,#REF!,0,0
36915013,NL,TARLAC,SANTA IGNACIA,Poblacion East,URBAN,#REF!,0,0
36915014,NL,TARLAC,SANTA IGNACIA,Poblacion West,URBAN,#REF!,0,0
36915015,NL,TARLAC,SANTA IGNACIA,Pugo-Cecilio,URBAN,#REF!,0,0
36915016,NL,TARLAC,SANTA IGNACIA,San Francisco,RURAL,#REF!,0,0
36915017,NL,TARLAC,SANTA IGNACIA,San Sotero,RURAL,#REF!,0,0
36915018,NL,TARLAC,SANTA IGNACIA,San Vicente,RURAL,#REF!,0,0
36915019,NL,TARLAC,SANTA IGNACIA,Santa Ines Centro,RURAL,#REF!,0,0
36915020,NL,TARLAC,SANTA IGNACIA,Santa Ines East,RURAL,#REF!,0,0
36915021,NL,TARLAC,SANTA IGNACIA,Santa Ines West,RURAL,#REF!,0,0
36915022,NL,TARLAC,SANTA IGNACIA,Taguiporo,RURAL,#REF!,0,0
36915023,NL,TARLAC,SANTA IGNACIA,Timmaguab,RURAL,#REF!,0,0
36915024,NL,TARLAC,SANTA IGNACIA,Vargas,RURAL,#REF!,0,0
36916001,NL,TARLAC,CITY OF TARLAC (Capital),Aguso,URBAN,#REF!,0,0
36916003,NL,TARLAC,CITY OF TARLAC (Capital),Alvindia Segundo,RURAL,#REF!,0,0
36916004,NL,TARLAC,CITY OF TARLAC (Capital),Amucao,RURAL,#REF!,0,0
36916005,NL,TARLAC,CITY OF TARLAC (Capital),Armenia,RURAL,#REF!,0,0
36916006,NL,TARLAC,CITY OF TARLAC (Capital),Asturias,RURAL,#REF!,0,0
36916007,NL,TARLAC,CITY OF TARLAC (Capital),Atioc,RURAL,#REF!,0,0
36916008,NL,TARLAC,CITY OF TARLAC (Capital),Balanti,RURAL,#REF!,0,0
36916009,NL,TARLAC,CITY OF TARLAC (Capital),Balete,RURAL,#REF!,0,0
36916010,NL,TARLAC,CITY OF TARLAC (Capital),Balibago I,RURAL,#REF!,0,0
36916011,NL,TARLAC,CITY OF TARLAC (Capital),Balibago II,RURAL,#REF!,0,0
36916012,NL,TARLAC,CITY OF TARLAC (Capital),Balingcanaway,URBAN,#REF!,0,0
36916013,NL,TARLAC,CITY OF TARLAC (Capital),Banaba,RURAL,#REF!,0,0
36916014,NL,TARLAC,CITY OF TARLAC (Capital),Bantog,RURAL,#REF!,0,0
36916015,NL,TARLAC,CITY OF TARLAC (Capital),Baras-baras,URBAN,#REF!,0,0
36916016,NL,TARLAC,CITY OF TARLAC (Capital),Batang-batang,RURAL,#REF!,0,0
36916018,NL,TARLAC,CITY OF TARLAC (Capital),Binauganan,RURAL,#REF!,0,0
36916019,NL,TARLAC,CITY OF TARLAC (Capital),Bora,RURAL,#REF!,0,0
36916020,NL,TARLAC,CITY OF TARLAC (Capital),Buenavista,RURAL,#REF!,0,0
36916021,NL,TARLAC,CITY OF TARLAC (Capital),Buhilit (Bubulit),RURAL,#REF!,0,0
36916023,NL,TARLAC,CITY OF TARLAC (Capital),Burot,URBAN,#REF!,0,0
36916024,NL,TARLAC,CITY OF TARLAC (Capital),Calingcuan,RURAL,#REF!,0,0
36916025,NL,TARLAC,CITY OF TARLAC (Capital),Capehan,URBAN,#REF!,0,0
36916026,NL,TARLAC,CITY OF TARLAC (Capital),Carangian,URBAN,#REF!,0,0
36916027,NL,TARLAC,CITY OF TARLAC (Capital),Central,URBAN,#REF!,0,0
36916028,NL,TARLAC,CITY OF TARLAC (Capital),Culipat,RURAL,#REF!,0,0
36916029,NL,TARLAC,CITY OF TARLAC (Capital),Cut-cut I,URBAN,#REF!,0,0
36916030,NL,TARLAC,CITY OF TARLAC (Capital),Cut-cut II,URBAN,#REF!,0,0
36916031,NL,TARLAC,CITY OF TARLAC (Capital),Dalayap,RURAL,#REF!,0,0
36916034,NL,TARLAC,CITY OF TARLAC (Capital),Dela Paz,RURAL,#REF!,0,0
36916035,NL,TARLAC,CITY OF TARLAC (Capital),Dolores,RURAL,#REF!,0,0
36916039,NL,TARLAC,CITY OF TARLAC (Capital),Laoang,RURAL,#REF!,0,0
36916041,NL,TARLAC,CITY OF TARLAC (Capital),Ligtasan,URBAN,#REF!,0,0
36916042,NL,TARLAC,CITY OF TARLAC (Capital),Lourdes,RURAL,#REF!,0,0
36916046,NL,TARLAC,CITY OF TARLAC (Capital),Mabini,URBAN,#REF!,0,0
36916047,NL,TARLAC,CITY OF TARLAC (Capital),Maligaya,URBAN,#REF!,0,0
36916048,NL,TARLAC,CITY OF TARLAC (Capital),Maliwalo,URBAN,#REF!,0,0
36916050,NL,TARLAC,CITY OF TARLAC (Capital),Mapalacsiao,URBAN,#REF!,0,0
36916051,NL,TARLAC,CITY OF TARLAC (Capital),Mapalad,RURAL,#REF!,0,0
36916052,NL,TARLAC,CITY OF TARLAC (Capital),Matatalaib,URBAN,#REF!,5,5
36916056,NL,TARLAC,CITY OF TARLAC (Capital),Paraiso,RURAL,#REF!,0,0
36916057,NL,TARLAC,CITY OF TARLAC (Capital),Poblacion,URBAN,#REF!,0,0
36916058,NL,TARLAC,CITY OF TARLAC (Capital),San Carlos,RURAL,#REF!,0,0
36916059,NL,TARLAC,CITY OF TARLAC (Capital),San Francisco,URBAN,#REF!,0,0
36916060,NL,TARLAC,CITY OF TARLAC (Capital),San Isidro,URBAN,#REF!,0,0
36916061,NL,TARLAC,CITY OF TARLAC (Capital),San Jose,URBAN,#REF!,0,0
36916062,NL,TARLAC,CITY OF TARLAC (Capital),San Jose de Urquico,RURAL,#REF!,0,0
36916064,NL,TARLAC,CITY OF TARLAC (Capital),San Juan de Mata,RURAL,#REF!,0,0
36916066,NL,TARLAC,CITY OF TARLAC (Capital),San Luis,RURAL,#REF!,0,0
36916067,NL,TARLAC,CITY OF TARLAC (Capital),San Manuel,URBAN,#REF!,0,0
36916068,NL,TARLAC,CITY OF TARLAC (Capital),San Miguel,URBAN,#REF!,0,0
36916069,NL,TARLAC,CITY OF TARLAC (Capital),San Nicolas,URBAN,#REF!,5,4
36916070,NL,TARLAC,CITY OF TARLAC (Capital),San Pablo,RURAL,#REF!,0,0
36916071,NL,TARLAC,CITY OF TARLAC (Capital),San Pascual,RURAL,#REF!,0,0
36916072,NL,TARLAC,CITY OF TARLAC (Capital),San Rafael,URBAN,#REF!,0,0
36916073,NL,TARLAC,CITY OF TARLAC (Capital),San Roque,URBAN,#REF!,0,0
36916074,NL,TARLAC,CITY OF TARLAC (Capital),San Sebastian,URBAN,#REF!,0,0
36916075,NL,TARLAC,CITY OF TARLAC (Capital),San Vicente,URBAN,#REF!,0,0
36916076,NL,TARLAC,CITY OF TARLAC (Capital),Santa Cruz (Alvindia Primero),RURAL,#REF!,0,0
36916077,NL,TARLAC,CITY OF TARLAC (Capital),Santa Maria,RURAL,#REF!,0,0
36916078,NL,TARLAC,CITY OF TARLAC (Capital),Santo Cristo,URBAN,#REF!,0,0
36916079,NL,TARLAC,CITY OF TARLAC (Capital),Santo Domingo,RURAL,#REF!,0,0
36916080,NL,TARLAC,CITY OF TARLAC (Capital),Santo Niño,RURAL,#REF!,0,0
36916081,NL,TARLAC,CITY OF TARLAC (Capital),Sapang Maragul,URBAN,#REF!,0,0
36916082,NL,TARLAC,CITY OF TARLAC (Capital),Sapang Tagalog,URBAN,#REF!,0,0
36916083,NL,TARLAC,CITY OF TARLAC (Capital),Sepung Calzada,RURAL,#REF!,0,0
36916084,NL,TARLAC,CITY OF TARLAC (Capital),Sinait,RURAL,#REF!,0,0
36916085,NL,TARLAC,CITY OF TARLAC (Capital),Suizo,RURAL,#REF!,0,0
36916087,NL,TARLAC,CITY OF TARLAC (Capital),Tariji,RURAL,#REF!,0,0
36916088,NL,TARLAC,CITY OF TARLAC (Capital),Tibag,URBAN,#REF!,0,0
36916089,NL,TARLAC,CITY OF TARLAC (Capital),Tibagan,URBAN,#REF!,0,0
36916091,NL,TARLAC,CITY OF TARLAC (Capital),Trinidad (Trinidad Primero),RURAL,#REF!,0,0
36916093,NL,TARLAC,CITY OF TARLAC (Capital),Ungot,RURAL,#REF!,0,0
36916096,NL,TARLAC,CITY OF TARLAC (Capital),Matadero,RURAL,#REF!,0,0
36916097,NL,TARLAC,CITY OF TARLAC (Capital),Salapungan,RURAL,#REF!,0,0
36916098,NL,TARLAC,CITY OF TARLAC (Capital),Villa Bacolor,URBAN,#REF!,0,0
36916099,NL,TARLAC,CITY OF TARLAC (Capital),Care,RURAL,#REF!,0,0
36917001,NL,TARLAC,VICTORIA,Baculong,URBAN,#REF!,0,0
36917002,NL,TARLAC,VICTORIA,Balayang,RURAL,#REF!,0,0
36917003,NL,TARLAC,VICTORIA,Balbaloto,RURAL,#REF!,0,0
36917004,NL,TARLAC,VICTORIA,Bangar,RURAL,#REF!,0,0
36917005,NL,TARLAC,VICTORIA,Bantog,RURAL,#REF!,0,0
36917006,NL,TARLAC,VICTORIA,Batangbatang,RURAL,#REF!,0,0
36917007,NL,TARLAC,VICTORIA,Bulo,RURAL,#REF!,0,0
36917008,NL,TARLAC,VICTORIA,Cabuluan,RURAL,#REF!,0,0
36917009,NL,TARLAC,VICTORIA,Calibungan,RURAL,#REF!,0,0
36917010,NL,TARLAC,VICTORIA,Canarem,RURAL,#REF!,0,0
36917011,NL,TARLAC,VICTORIA,Cruz,RURAL,#REF!,0,0
36917012,NL,TARLAC,VICTORIA,Lalapac,RURAL,#REF!,0,0
36917013,NL,TARLAC,VICTORIA,Maluid,RURAL,#REF!,0,0
36917014,NL,TARLAC,VICTORIA,Mangolago,RURAL,#REF!,0,0
36917015,NL,TARLAC,VICTORIA,Masalasa,RURAL,#REF!,0,0
36917016,NL,TARLAC,VICTORIA,Palacpalac,RURAL,#REF!,0,0
36917017,NL,TARLAC,VICTORIA,San Agustin,RURAL,#REF!,0,0
36917018,NL,TARLAC,VICTORIA,San Andres,RURAL,#REF!,0,0
36917019,NL,TARLAC,VICTORIA,San Fernando (Pob.),RURAL,#REF!,0,0
36917020,NL,TARLAC,VICTORIA,San Francisco,RURAL,#REF!,0,0
36917021,NL,TARLAC,VICTORIA,San Gavino (Pob.),URBAN,#REF!,0,0
36917023,NL,TARLAC,VICTORIA,San Jacinto,RURAL,#REF!,0,0
36917024,NL,TARLAC,VICTORIA,San Nicolas (Pob.),URBAN,#REF!,0,0
36917025,NL,TARLAC,VICTORIA,San Vicente,RURAL,#REF!,0,0
36917026,NL,TARLAC,VICTORIA,Santa Barbara,URBAN,#REF!,0,0
36917027,NL,TARLAC,VICTORIA,Santa Lucia (Pob.),RURAL,#REF!,0,0
36918001,NL,TARLAC,SAN JOSE,Burgos,RURAL,#REF!,0,0
36918002,NL,TARLAC,SAN JOSE,David,RURAL,#REF!,0,0
36918003,NL,TARLAC,SAN JOSE,Iba,RURAL,#REF!,0,0
36918004,NL,TARLAC,SAN JOSE,Labney,RURAL,#REF!,0,0
36918005,NL,TARLAC,SAN JOSE,Lawacamulag,RURAL,#REF!,0,0
36918006,NL,TARLAC,SAN JOSE,Lubigan,RURAL,#REF!,0,0
36918007,NL,TARLAC,SAN JOSE,Maamot,RURAL,#REF!,0,0
36918008,NL,TARLAC,SAN JOSE,Mababanaba,RURAL,#REF!,0,0
36918009,NL,TARLAC,SAN JOSE,Moriones,RURAL,#REF!,0,0
36918010,NL,TARLAC,SAN JOSE,Pao,RURAL,#REF!,0,0
36918011,NL,TARLAC,SAN JOSE,San Juan de Valdez,RURAL,#REF!,0,0
36918012,NL,TARLAC,SAN JOSE,Sula,RURAL,#REF!,0,0
36918013,NL,TARLAC,SAN JOSE,Villa Aglipay,RURAL,#REF!,0,0
